ShipComponentJobLinkId,vesselname,ShipComponentName,ShipComponentCode,JobCode,JobName,FrequencyType,Frequency,AlternateFrequencyType,AlternateFrequency,Responsibility
107707,Alkebulan,Emergency Generator Engine,2.500.001.001-001,2.500.001.001-001-J003,Check Clean Emergency Generator,Yearly,1,,,Third Engineer
107708,Alkebulan,Emergency Generator Engine,2.500.001.001-001,2.500.001.001-001-J004,Inspect Emergency Generator,Yearly,2,,,Third Engineer
107709,Alkebulan,Emergency Generator Engine,2.500.001.001-001,2.500.001.001-001-J005,Clean Emergency Generator,Yearly,3,,,Third Engineer
107710,Alkebulan,Fixed Water-Based Local Application Fire-Fighting System,11.100.006-001,11.100.006-001-J001,Test Fixed Water-Based Local Application Fire-Fighting System,Monthly,1,,,Chief Officer
107711,Alkebulan,Accommod. Ladder #1,18.100.073-001,18.100.073-001-J001,Check Accommodation Ladder,Weekly,1,,,Chief Officer
107712,Alkebulan,Accommod. Ladder #1,18.100.073-001,18.100.073-001-J002,Lubricate Accommodation Ladder Wire Brush,Monthly,6,,,Chief Officer
107713,Alkebulan,Accommod. Ladder #1,18.100.073-001,18.100.073-001-J003,Lubricate Accommodation Ladder Sheave Brush,Monthly,3,,,Chief Officer
107714,Alkebulan,Accommod. Ladder #1,18.100.073-001,18.100.073-001-J004,Lubricate Accommodation Ladder,Monthly,2,,,Chief Officer
107715,Alkebulan,Accommod. Ladder #1,18.100.073-001,18.100.073-001-J005,Check Accommodation Ladder Air Motor,,,Hourly,1200,Chief Officer
107721,Alkebulan,Life Boat Engine,11.001.004.001-001,11.001.004.001-001-J001,Check Lifeboat Engine,Weekly,1,,,Fourth Engineer
107722,Alkebulan,Life Boat Engine,11.001.004.001-001,11.001.004.001-001-J002,Check & Lubricate Lifeboat Engine,Monthly,1,,,Fourth Engineer
107723,Alkebulan,Life Boat Engine,11.001.004.001-001,11.001.004.001-001-J003,Check & Renew Lifeboat Engine,Yearly,1,,,Fourth Engineer
107724,Alkebulan,Life Boat Engine,11.001.004.001-001,11.001.004.001-001-J004,Renew Lifeboat Engine Anti-Freez Content,Yearly,2,,,Fourth Engineer
107729,Alkebulan,No.1 Emergency Towin Arrangment,16.200.011-001,16.200.011-001-J001,Check Emergency Towing System,Yearly,1,,,Chief Officer
107730,Alkebulan,No.1 Emergency Towin Arrangment,16.200.011-001,16.200.011-001-J002,Renew Emergency Towing Rope,Yearly,3,,,Chief Officer
107731,Alkebulan,No.1 Emergency Towin Arrangment,16.200.011-001,16.200.011-001-J003,Check Emergency Towing System Air Brake,Yearly,1,,,Chief Officer
107741,Alkebulan,Lifeboat (S),11.001.004-001,11.001.004-001-J001,Check Life Boat,Monthly,1,,,Chief Officer
107742,Alkebulan,Lifeboat (S),11.001.004-001,11.001.004-001-J002,Check Life Boat Hydrostatic Unit,Yearly,1,,,Electrical Officer
107743,Alkebulan,Lifeboat (S),11.001.004-001,11.001.004-001-J003,"Check Life Boat, 1 W",Weekly,1,,,Electrical Officer
107744,Alkebulan,Lifeboat (S),11.001.004-001,11.001.004-001-J004,"Check Life Boat, 1 M",Monthly,1,,,Electrical Officer
107745,Alkebulan,Life Jackets And Life Jackets Light,11.100.001.039-001,11.100.001.039-001-J001,Check Life Jacket With Light,Monthly,1,,,Third Officer
107746,Alkebulan,Lifebuoys With Smoke Signal,11.001.009-001,11.001.009-001-J001,Check Life Buoy,Monthly,1,,,Third Officer
107747,Alkebulan,Lifebuoys With Self Ignition Lights,11.001.006-001,11.001.006-001-J001,Check Self Igniting Light,Monthly,1,,,Third Officer
107748,Alkebulan,Lifebuoys With Self Ignition Lights,11.001.006-001,11.001.006-001-J002,Renew Self Igniting Light Battery,Yearly,1,,,Electrical Officer
107749,Alkebulan,Line Throwing Apparatus,11.001.014-001,11.001.014-001-J001,Check Line Throwing Appliance,Monthly,1,,,Third Officer
107750,Alkebulan,Rocket Parachute Signal,12.001.036.001-001,12.001.036.001-001-J001,Check Rocket Parachute Flare,Monthly,1,,,Third Officer
107751,Alkebulan,Pyrotechnic Distress Signals (Flares),12.001.036-001,12.001.036-001-J001,Check Red Hand Flare,Monthly,1,,,Third Officer
107752,Alkebulan,Lifebuoys With Smoke Signal,11.001.009-001,11.001.009-001-J002,Check Light Smoke Signal,Monthly,1,,,Third Officer
107753,Alkebulan,Lifebuoys With Smoke Signal,11.001.009-001,11.001.009-001-J003,Check Self Activating Smoke Signal,Monthly,1,,,Third Officer
107754,Alkebulan,Self-Contained Breathing Apparatus,11.100.001.029-001,11.100.001.029-001-J001,Check Air Breathing Apparatus,Monthly,1,,,Third Officer
107755,Alkebulan,Inert Gas Blower #1,15.200.040.009-001,15.200.040.009-001-J001,Lubricate Inert Gas Blower Bearing,Yearly,3,,,Second Engineer
107756,Alkebulan,Inert Gas Blower #1,15.200.040.009-001,15.200.040.009-001-J002,Clean Inert Gas Blower,Weekly,1,,,Second Engineer
107759,Alkebulan,Inert Gas System,15.200.040-001,15.200.040-001-J001,Calibrate Inert Gas System,Monthly,1,,,Second Engineer
107760,Alkebulan,Inert Gas System,15.200.040-001,15.200.040-001-J002,Clean Tank Level Gauge,Monthly,6,,,Chief Officer
107761,Alkebulan,Tank Cleaning Heater #1,8.100.020-001,8.100.020-001-J001,Renew Heater Anode,Monthly,6,,,Second Engineer
107762,Alkebulan,Tank Cleaning Heater #1,8.100.020-001,8.100.020-001-J002,Check Heater Cooling Tube,Yearly,1,,,Second Engineer
107765,Alkebulan,Oil Discharge Monitoring System (Odme),13.200.004-001,13.200.004-001-J001,Replace Odme Antifriction Bearing,,,Hourly,10000,Third Engineer
107766,Alkebulan,Vapour Emission Alarm Unit,15.200.059-001,15.200.059-001-J001,Replace Vapour Emission Alarm O2 Sensor,Yearly,1,,,Third Engineer
107767,Alkebulan,Vapour Emission Alarm Unit,15.200.059-001,15.200.059-001-J002,Check Vapour Emission Alarm Sampling Tube,Monthly,3,,,Electrical Officer
107768,Alkebulan,Iccp,8.300.001-001,8.300.001-001-J001,Check & Clean Impressed Current Cathodic Protection,Weekly,1,,,Electrical Officer
107769,Alkebulan,Iccp,8.300.001-001,8.300.001-001-J002,Check Impressed Current Cathodic Protection,Monthly,1,,,Electrical Officer
107770,Alkebulan,Iccp,8.300.001-001,8.300.001-001-J003,"Check Impressed Current Cathodic Protection, 3 M",Monthly,3,,,Electrical Officer
107771,Alkebulan,Alternator,2.001.001.039-001,2.001.001.039-001-J001,Inspect Auxiliary Engine Alternator,,,Hourly,4000,Electrical Officer
107772,Alkebulan,Alternator,2.001.001.039-001,2.001.001.039-001-J002,Clean Auxiliary Engine Alternator,Yearly,2,,,Electrical Officer
107773,Alkebulan,Alternator,2.001.001.039-001,2.001.001.039-001-J003,"Check Auxiliary Engine Alternator, 1 M",Monthly,1,,,Electrical Officer
107774,Alkebulan,Alternator,2.001.001.039-001,2.001.001.039-001-J004,Change & Lubricate Auxiliary Engine Alternator Bearing Oil,Monthly,6,,,Electrical Officer
107775,Alkebulan,Alternator,2.001.001.039-001,2.001.001.039-001-J005,Renew Auxiliary Engine Zinc Block For Anticorrosion,Yearly,1,,,Electrical Officer
107786,Alkebulan,Main Switchboard,3.001.001-001,3.001.001-001-J001,Inspect Air Circuit Breaker,Yearly,1,,,Electrical Officer
107787,Alkebulan,Main Switchboard,3.001.001-001,3.001.001-001-J002,Clean Air Circuit Breaker,Yearly,2,,,Electrical Officer
107788,Alkebulan,Main Switchboard,3.001.001-001,3.001.001-001-J003,Clean No Fuse Circuit Breaker,Yearly,2,,,Electrical Officer
107789,Alkebulan,Main Switchboard,3.001.001-001,3.001.001-001-J004,Check No Fuse Circuit Breaker,Yearly,1,,,Electrical Officer
107790,Alkebulan,Main Switchboard,3.001.001-001,3.001.001-001-J005,"Check No Fuse Circuit Breaker, 6 M",Monthly,6,,,Electrical Officer
107791,Alkebulan,Main Switchboard,3.001.001-001,3.001.001-001-J006,"Clean No Fuse Circuit Breaker, 1 M",Monthly,1,,,Electrical Officer
107792,Alkebulan,Battery Charger & Discharge Panel,3.250.007-001,3.250.007-001-J001,Check Battery Charging And Discharge Boad,Monthly,6,,,Electrical Officer
107793,Alkebulan,Membrane Compressed Air Dryer,9.200.014-001,9.200.014-001-J001,Check Membrane Compressed Air Dryer,Monthly,1,,,Second Engineer
107794,Alkebulan,Membrane Compressed Air Dryer,9.200.014-001,9.200.014-001-J002,Replace Membrane Compressed Air Dryer Cartridge,Monthly,6,,,Second Engineer
107795,Alkebulan,Membrane Compressed Air Dryer,9.200.014-001,9.200.014-001-J003,Replace Membrane Compressed Air Dryer Mechanical Condensate Drain,Yearly,1,,,Second Engineer
107796,Alkebulan,Monitoring And Alarm Systems,15.200.040.014-001,15.200.040.014-001-J001,Renew Alarm Monitoring System Battery,Yearly,3,,,Chief Engineer
107797,Alkebulan,Gas Detection System,11.100.009-001,11.100.009-001-J001,Test All Gas Detector,Monthly,6,,,Third Officer
107798,Alkebulan,Weather Fax Machines,12.001.015.004-001,12.001.015.004-001-J001,Replace Weather Facsimile Battery,Yearly,2,,,Electrical Officer
107799,Alkebulan,Search And Rescue Transponders Sart #1,12.001.039-001,12.001.039-001-J001,Replace Sart Battery,Yearly,3,,,Electrical Officer
107800,Alkebulan,Search And Rescue Transponders Sart #1,12.001.039-001,12.001.039-001-J002,Inspect Sart,Weekly,1,,,Second Officer
107803,Alkebulan,Inmarsat - Fleet Broadband,12.300.005-001,12.300.005-001-J001,Replace Inmarsat B Lithium Battery,Yearly,5,,,Electrical Officer
107804,Alkebulan,Inmarsat - Fleet Broadband,12.300.005-001,12.300.005-001-J002,Clean Inmarsat B Air Filter,Monthly,1,,,Second Officer
107805,Alkebulan,Air Whistle,12.001.035.001-001,12.001.035.001-001-J001,Inspect Whistle,Yearly,1,,,Electrical Officer
107806,Alkebulan,Emergency Position Indicating Radio Beacons Epirb,12.001.038-001,12.001.038-001-J001,Renew Ebirp Battery,Yearly,4,,,Electrical Officer
107807,Alkebulan,Emergency Position Indicating Radio Beacons Epirb,12.001.038-001,12.001.038-001-J002,Renew Ebirp Hydrostatic Unit,Yearly,2,,,Electrical Officer
107808,Alkebulan,Emergency Position Indicating Radio Beacons Epirb,12.001.038-001,12.001.038-001-J003,Check Ebirp,Monthly,3,,,Second Officer
107809,Alkebulan,Radar S-Band,12.001.001-001,12.001.001-001-J001,Check Radar,Monthly,6,,0,Electrical Officer
107811,Alkebulan,Two Way Radio Telephone Gmdss Type #1,12.001.014-001,12.001.014-001-J001,Inspect Two Way Radio Telephone,Monthly,1,,,Second Officer
107814,Alkebulan,Dgps Navigator #1,12.001.024-001,12.001.024-001-J001,Renew Gps Navigator Battery,Yearly,5,,,Electrical Officer
107816,Alkebulan,Heading Monitor,12.001.050-001,12.001.050-001-J001,Check Heading Monitor,Yearly,1,,,Electrical Officer
107817,Alkebulan,Gyro Compass,12.001.004-001,12.001.004-001-J001,Check Gyro Compass,Yearly,1,,,Chief Officer
107818,Alkebulan,Steering Wheel Override,12.001.064-001,12.001.064-001-J001,Check Steering Wheel Override,Yearly,1,,,Electrical Officer
107819,Alkebulan,Autopilot,12.001.006-001,12.001.006-001-J001,Check Autopilot,Yearly,1,,,Electrical Officer
107821,Alkebulan,High Speed Facsimile,12.001.060-001,12.001.060-001-J001,Renew High Speed Facsimile,Yearly,5,,,Electrical Officer
107822,Alkebulan,Clear View Screen,12.001.026-001,12.001.026-001-J001,Check Clear View Screen Motor,Weekly,1,,,Electrical Officer
107824,Alkebulan,Vacuum Toilet,21.100.006.004-001,21.100.006.004-001-J001,Check & Renew Vacuum Toilet,Yearly,1,,,Fourth Engineer
107825,Alkebulan,Vacuum Toilet,21.100.006.004-001,21.100.006.004-001-J002,Check & Clean Vacuum Toilet,Yearly,5,,,Fourth Engineer
107826,Alkebulan,Vacuum Toilet,21.100.006.004-001,21.100.006.004-001-J003,Check & Change Vacuum Toilet,Yearly,10,,,Fourth Engineer
107827,Alkebulan,Sewage Treatment Plant,13.100.001-001,13.100.001-001-J001,Check Sewage Treatment Plant,Weekly,1,,,Fourth Engineer
107828,Alkebulan,Sewage Treatment Plant,13.100.001-001,13.100.001-001-J002,"Check Sewage Treatment Plant, 1 M",Monthly,1,,,Fourth Engineer
107829,Alkebulan,Sewage Treatment Plant,13.100.001-001,13.100.001-001-J003,Clean Sewage Treatment Plant Discharge Water,Weekly,1,,,Fourth Engineer
107830,Alkebulan,Main Engine Air Cooler Chemical Cleaning Pump Motor,7.200.032-001,7.200.032-001-J001,Electric Motor - Megger Test,Monthly,3,,,Electrical Officer
107831,Alkebulan,Main Engine Air Cooler Chemical Cleaning Pump Motor,7.200.032-001,7.200.032-001-J002,Motor Overhual - 60 Monthly Checks,Monthly,60,,,Electrical Officer
107920,Alkebulan,Wheel House Window Defrosting Fan - Motor #1,12.001.044-001,12.001.044-001-J005,Fan Inspections,Monthly,1,,,Electrical Officer
107921,Alkebulan,Wheel House Window Defrosting Fan - Motor #1,12.001.044-001,12.001.044-001-J006,Fan - Motor Overhauls,Monthly,30,,,Electrical Officer
107964,Alkebulan,Main Engine Jacket Preheater,7.200.030-001,7.200.030-001-J004,Heater 30M Cleaning,Monthly,30,,,Second Engineer
107965,Alkebulan,Main Engine Jacket Preheater,7.200.030-001,7.200.030-001-J005,Heater Pressure Testing,Monthly,60,,,Second Engineer
107966,Alkebulan,Main Engine Jacket Preheater,7.200.030-001,7.200.030-001-J006,Heater Annual Checks,Monthly,12,,,Second Engineer
107967,Alkebulan,Fuel Purifier #1,5.300.001-001,5.300.001-001-J001,Fuel Purifier Intermediate Overhaul,,,Hourly,4000,Forth Engineer
107968,Alkebulan,Fuel Purifier #1,5.300.001-001,5.300.001-001-J002,Fuel Purifier Major Overhaul,,,Hourly,12000,Fourth Engineer
107969,Alkebulan,Fuel Purifier #1,5.300.001-001,5.300.001-001-J003,Fuel Purifier Change Oil,,,Hourly,4000,Fourth Engineer
107970,Alkebulan,Fuel Purifier #1,5.300.001-001,5.300.001-001-J004,Fuel Purifier 3-Years Service,Monthly,36,,,Fourth Engineer
107971,Alkebulan,Mooring Winch #1,16.100.001-001,16.100.001-001-J001,Windlass/Mooring Winch - Weekly Checks,Weekly,1,,,Second Engineer
107972,Alkebulan,Mooring Winch #1,16.100.001-001,16.100.001-001-J002,Windlass/Mooring Winch - Check Wire Rope Condition,Monthly,3,,,Chief Officer
107973,Alkebulan,Mooring Winch #1,16.100.001-001,16.100.001-001-J003,Windlass/Mooring Winch - Monthly Checks,Monthly,1,,,Chief Officer
107974,Alkebulan,Mooring Winch #1,16.100.001-001,16.100.001-001-J004,Windlass/Mooring Winch - Check Brake Lining Wear And Replace,Monthly,12,,,Second Officer
107975,Alkebulan,Mooring Winch #1,16.100.001-001,16.100.001-001-J005,Windlass/Mooring Winch - Brake Holding And Rendering Test,Monthly,12,,,Second Officer
107976,Alkebulan,Mooring Winch #1,16.100.001-001,16.100.001-001-J006,Windlass/Mooring Winch - Inspection Annual,Monthly,12,,,Second Officer
107977,Alkebulan,Mooring Winch #1,16.100.001-001,16.100.001-001-J007,Windlass/Mooring Winch - Overhaul/Renew Clutch,Monthly,30,,,Chief Officer
107978,Alkebulan,Mooring Winch #1,16.100.001-001,16.100.001-001-J008,Windlass/Mooring Winch - Lub. Oil Analysis,Monthly,3,,,Chief Officer
107979,Alkebulan,Mooring Winch #1,16.100.001-001,16.100.001-001-J009,Windlass/Mooring Winch - Check Bolts Tightness,Monthly,3,,,Chief Officer
108007,Alkebulan,Fire Extinguishing System,11.100.001-001,11.100.001-001-J001,"Valve Testing - Fire Main, Hydrant, Relief And Isolation Valve",Monthly,1,,,Third Officer
108008,Alkebulan,Emergency Lighting,3.250.005-001,3.250.005-001-J001,Low Level Lighting - 5 Yearly Inspection,Monthly,60,,,Third Officer
108009,Alkebulan,9L Portable Foam Fire Extinguisher,11.100.001.013-001,11.100.001.013-001-J001,Portable Fire Extinguishers - 5 Yearly Service,Monthly,60,,,Third Officer
108010,Alkebulan,9L Portable Foam Fire Extinguisher,11.100.001.013-001,11.100.001.013-001-J002,Portable Fire Extinguishers - 10 Yearly Service,Monthly,120,,,Third Officer
108011,Alkebulan,50L Wheeled Foam Fire Extinguisher,11.100.001.017-001,11.100.001.017-001-J001,Wheeled Foam Extinguishers - 5 Yearly Inspection,Monthly,60,,,Third Officer
108012,Alkebulan,50L Wheeled Foam Fire Extinguisher,11.100.001.017-001,11.100.001.017-001-J002,Wheeled Foam Fire Extinguishers - 10 Yearly Service,Monthly,120,,,Third Officer
108013,Alkebulan,Fire Damper Machinery Spaces,11.100.013.017-001,11.100.013.017-001-J001,Ventilation System And Fire Dampers - Annual Test And Inspection,Monthly,12,,,Third Officer
108014,Alkebulan,Water Spray System Valves,11.100.001.007-001,11.100.001.007-001-J001,"Fire Mains, Fire Pumps, Hydrants, Hoses And Nozzles - Monthly Inspection",Monthly,1,,,Third Officer
108015,Alkebulan,Fire Hydrants,11.100.001.008-001,11.100.001.008-001-J001,"Fire Mains, Fire Pumps, Hydrants, Hoses And Nozzles - Quarterly Inspection",Monthly,3,,,Third Officer
108016,Alkebulan,Air Foam Applicator,11.100.001.009-001,11.100.001.009-001-J001,"Fire Mains, Fire Pumps, Hydrants, Hoses And Nozzles - Annual Inspection",Monthly,12,,,Third Officer
108017,Alkebulan,Fireman'S Outfit,11.100.001.030-001,11.100.001.030-001-J001,Fire Fighter’S Outfit - Monthly Inspection,Monthly,1,,,Third Officer
108018,Alkebulan,Fire Damper Machinery Spaces,11.100.013.017-001,11.100.013.017-001-J002,"Check Ventilation System, Dampers, Eebd'S, Scba Air Quality",Monthly,12,,,Third Officer
108019,Alkebulan,Fire Damper Machinery Spaces,11.100.013.017-001,11.100.013.017-001-J003,Ventilation And Fire Damper - Quaterly Test And Inspection,Monthly,3,,,Fourth Engineer
108020,Alkebulan,9L Portable Foam Fire Extinguisher,11.100.001.013-001,11.100.001.013-001-J003,Portable Fire Extingushers - Annual Inspection,Monthly,12,,,Second Officer
108021,Alkebulan,9L Portable Foam Fire Extinguisher,11.100.001.013-001,11.100.001.013-001-J004,Portable Foam Applicators - Monthly Inspection,Monthly,1,,,Second Officer
108022,Alkebulan,9L Portable Foam Fire Extinguisher,11.100.001.013-001,11.100.001.013-001-J005,Portable Foam Extinguishers - Annual Inspection,Monthly,12,,,Second Officer
108023,Alkebulan,50L Wheeled Foam Fire Extinguisher,11.100.001.017-001,11.100.001.017-001-J003,Wheeled Foam Fire Extinguishers - Monthly Test And Inspection,Monthly,1,,,Third Officer
108024,Alkebulan,50L Wheeled Foam Fire Extinguisher,11.100.001.017-001,11.100.001.017-001-J004,Wheeled Foam Fire Extinguishers - Annual Test And Inspection,Monthly,12,,,Second Officer
108025,Alkebulan,Self-Contained Breathing Apparatus,11.100.001.029-001,11.100.001.029-001-J002,Scba - Annual Inspection - Air Quality Test,Monthly,12,,,Third Officer
108026,Alkebulan,Self-Contained Breathing Apparatus,11.100.001.029-001,11.100.001.029-001-J003,Scba - 5 Yearly Service,Monthly,60,,,Third Officer
108027,Alkebulan,Fire Proof Doors,11.100.001.025-001,11.100.001.025-001-J001,Fire Doors - Quarterly Test,Monthly,3,,,Chief Officer
108028,Alkebulan,Fire Control Plan,11.100.001.031-001,11.100.001.031-001-J001,Safety - Fire Plans Check Condition,Monthly,1,,,Third Officer
108029,Alkebulan,Fixed Co2 System,11.100.004-001,11.100.004-001-J001,Co2 System Genral Inspection,Weekly,1,,,Chief Engineer
108031,Alkebulan,Fixed Co2 System,11.100.004-001,11.100.004-001-J003,Co2 Fixed System - Monthly Checks,Monthly,1,,,Chief Engineer
108033,Alkebulan,Fixed Co2 System,11.100.004-001,11.100.004-001-J005,"Co2 System, Check The Operation Of Main Valve",Monthly,3,,,Chief Engineer
108034,Alkebulan,Fixed Co2 System,11.100.004-001,11.100.004-001-J006,"Co2 System, Blow Through Check",Monthly,6,,,Chief Engineer
108035,Alkebulan,Fixed Co2 System,11.100.004-001,11.100.004-001-J007,Co2 Fire Extinguishing System -Annial Inspection,Monthly,24,,,Chief Engineer
108036,Alkebulan,Fixed Co2 System,11.100.004-001,11.100.004-001-J008,Top Overhaul - Cylinder Head Overhaul,Monthly,12,,,Chief Engineer
108037,Alkebulan,Fixed Co2 System,11.100.004-001,11.100.004-001-J009,"Co2 System, Annual Inspection",Monthly,12,,,Chief Officer
108038,Alkebulan,Fixed Co2 System,11.100.004-001,11.100.004-001-J010,"Co2 System, 5 Yearly Inspection",Monthly,60,,,Chief Engineer
108039,Alkebulan,Fixed Co2 System,11.100.004-001,11.100.004-001-J011,"Co2 System, 10 - Yearly Service",Monthly,120,,,Chief Engineer
108040,Alkebulan,Fixed Water-Based Local Application Fire-Fighting System,11.100.006-001,11.100.006-001-J002,Check Water Tanks Level,Weekly,1,,,Chief Engineer
108041,Alkebulan,Fixed Water-Based Local Application Fire-Fighting System,11.100.006-001,11.100.006-001-J003,System Inspections,Weekly,1,,,Chief Engineer
108042,Alkebulan,Fixed Water-Based Local Application Fire-Fighting System,11.100.006-001,11.100.006-001-J004,Function Test Of Pumps,Monthly,1,,,Chief Engineer
108043,Alkebulan,Fixed Water-Based Local Application Fire-Fighting System,11.100.006-001,11.100.006-001-J005,General Inspection,Weekly,1,,,Chief Officer
